,feedback,rating
1147,"Something is seriously wrong with his office.  Impossible, IMPOSSIBLE to get through to make an appointment.  In message loop, mailbox full.
Am [was] existing patient.",Rated 1 out of 5
1126,"If I could give a negative review I would do so.  I was a patient of Dr. Lee's a few years ago and had a good experience.  I went back to him recently for a new injury to my hand and had an offensive, completely inappropriate experience with the front desk staff. The woman was rude, disrespectful, biased and unprofessional.  I had to leave the office without being treated because I was so taken aback by it.  The other patients in the office were all sitting there horrified and the other staff members tried to tell her to stop and also intervene but she would not let up.  She kept saying ""people like you"" and ""supposedly"" as if I was lying to her.  At one point she said, ""if you don't like it you can leave"" and when I told her that I wanted to speak to the doctor she told me "" he won't care"".  I have never been so offended and humiliated in a medical setting in my life. ",Rated 1 out of 5
1122,"I would not recommend this surgeon to anyone. I have FBSS and have been left in the dust by this surgeon.  He just wants to do surgery. He doesn't care about follow-up or symptoms post-surgery.  I didn't hear from him until 10 days post surgery when he returned my call. At least I got to ask how the surgery went! The hospital experience in immediate recovery was a nightmare also! With my FBSS, he and his staff just dismiss me. My case will affect his ""numbers"". PLEASE go for minimally invasive!",Rated 1 out of 5
1118,rushed out of the exam room 50 seconds later.  i would not trust a surgeon that jumps around like that he came across like a nut,Rated 1 out of 5
1116,He will spend 5 seconds with you in the room not explaining a single thing even not showing you your MRI! And for the 5 seconds he will charge you $382. You won't know if he is out of your network or not because his office will ask you about all of your insurance information and won't bother to tell you he is not working with your insurance ,Rated 1 out of 5
1112,"I have very bad scoliosis and slight kyphosis so I sought out Dr. Hect from hearing people recommend him. I couldn't be more upset and befuddled with the treatment I got from not only him but his office. I got 2 MRIs done, 1 on my neck and 1 on my spine to ensure that there was nothing detrimental to my health. After my MRIs I was spoken to for 1 minute by Dr. Hect telling me that I will hear back from him with the results within the week and then he walked out of the room. Never heard from him.",Rated 1 out of 5
1106,"DisappointingPoor bedside manners, 0 empathy, spends less than a minute w/ you, no detailed explanations",Rated 1 out of 5
1096,"Dr Ashraf operated on my shoulder.  It was the most worst experience of my life.  I found him to by cocky and dismissive.  I wonder if he was actually in the operating room as I never saw him prior to surgery and when I requested to see him after, he was disturbed by this request.  When I questioned whether physical therapy would be a better option, he convinced me that my tear was severe that surgery was the only option. After the surgery he shared that the tear was minor.  I felt duped.  ",Rated 1 out of 5
1082,"My mother, 82 years old in excellent shape, after an internet search found Dr Rock for a foot problem. (
He said that what he could offer her was orthodics to align her spine, and took a mold of her feet.) After returning 2 weeks later to pick up the mold and insert them in her tennis shoes, she wore them and developed a limp from practically day to night. I cried that whole night. She now sways when she walks, and is trying to correct the problem developed by the orthodics, with a physiatrist.",Rated 1 out of 5
1079,"No professionalism , misdiagnosed my condition. Maybe he should switch careers",Rated 1 out of 5
1054,"Make sure you have a signed.
 written statement from Dr Tarwala indicating specifically what procedure he is about to perform including possible side effects and estimated time of recovery. If you do not do this you proceed at your own risk.
I am unhappily speaking from experience.",Rated 1 out of 5
1024,"I do not recommend Dr. Rose to any patient unless you are some sort of celebrity dancer. I went there last summer for extreme pain in my left hip because he was highly recommended. He diagnosed me in less than 5 min: Iliopsoas syndrome. He never asked me if there was bruising in my hip and when I asked him what I can do for the pain he said ibuprofen was fine. 
It turns out I had a tear in my labrum and this summer it tore even more because it wasn't properly diagnosed and scar tissue built up. ",Rated 1 out of 5
1022,"I found my experience with Dr. Rose to be poor - the rub is that Dr. Rose's practice bills a proportionately higher rate than comparable physicians... and 5 months after I paid the bill, I received notification that they sent my account to collections. No apology from office staff - no offer to rectify and follow up with me.

My doctor visit, or should I say ""physician's assistant visit"" felt very impersonal; Dr. Rose showed very little bedside manner. Out of 60 minutes of total time spent in hi",Rated 1 out of 5
1021,Dr. Rose misdiagnosed me. He performed an inappropriate surgery on me. He is a con man. He pretty much dared me to try and sue him knowing that I didn't have the resources to do so. He is a sick man.,Rated 1 out of 5
984,"I have waited several years before leaving this review to be sure I was objective. Dr. A. operated on me for spinal stenosis about 4 years ago. I came in with a relatively minor problem of some loss of coordination in my legs, and troublesome pins and needles in both feet. I was walking normally. After surgery both legs were numb from the knee down and I could not stand or walk. It has taken me several years to partially recover, but I am left with a permanent disability, walking with a cane. Dr. A. did not tell me this might be a possible outcome. I debated at length about a malpractice suit but did not want that kind of emotional aggravation in my life. I am a physician myself.",Rated 1 out of 5
1149,Post surgical infection treated inadequately resulting in dangerous infection & additional surgery (by other surgeons) & a week in the hospital and an extended recovery time,Rated 1 out of 5
1173,"I had a foot injury for 4 months with constant pain. He told me to ice, elevate and take anti inflammatory meds. Everyone knows that is what you should do when getting injured, and if you dont you can google this. Im not spending $500 for a 10 minute meeting with you for this.",Rated 1 out of 5
967,"Our daughter was diagnosed with hip dysplasia & referred to Dr Scott. He explained the details and said he would fit a Pavlik Harness the next day before discharge. He didn’t show, instead sent a technition to fit the harness. 1 week later we followed up with a different Dr in our area who was baffled at how poor the harness had been fit and told us that our daughter now had nerve palsy because of it. They were surprised that the doctor who ordered the harness never examined it after fitting. ",Rated 1 out of 5
1175,"Terrible bedside manner and inaccurate diagnostician.  I was hit by a car while running and my right foot was crushed, resulting in extensive bone and soft tissue damage.  Despite x-rays, CT scans and an MRI, Dr. Wessling missed one of the three fractures entirely and failed to diagnosis that one was displaced and may require surgery in the future.  He barely glanced at my foot, didn’t do an exam and summarily dismissed me without addressing the extensive soft tissue damage.  He also refused to answer any of my questions, insisting that I ask them in two weeks at a follow up with a general orthopedist in his practice.",Rated 1 out of 5
1260,"The care I received from Dr Unis was completely cavalier.  I went to him with extreme knee pain and after an x-ray and MRI he determined that nothing was broken or torn.  He gave me a cortisone shot that he said might last a week or a month, but other than that, because of my age, (I'm 56) he said that I should learn to live with my pain.  I believe this kind of  medical care is negligent, and I recommend avoiding this doctor.",Rated 1 out of 5
1259,"I concur with the negative reviews. Dr. Unis makes a good impression in the beginning but does not do well when things don't go well. I am still in intense pain two years after my total hip replacement. Dr. Unis told me that his work looked great on the post-op X-Rays, poked the side of my hip to see if I might have bursitis (which I don't), said he didn't know why it was still hurting, and ended the appointment as soon as he could. I went back again months later, still in pain, and he ordered blood work to see if I had an infection (I didn't). At the follow up, he had nothing to offer, and again ended the appointment hastily without attempting to help resolve the problem. I'm seeking other opinions now and hope I can find some relief.",Rated 1 out of 5
1258,I had my total hip replacement on 3/4/2020 in the afternoon at mount sini west & i was few minutes late due to traffic & was yelled @ by a surgical fellow & the surgeon  & than I arrived & everything was under way & surgery went off & when i woke up in my room Dr UNIS TOLD ME I WAS GOING HOME THAT DAY & I PROTESTED & 1/2 HOUR LATER I WALKED WITH THERAPY TEAM UP 3 STEPS & DOWN 3 STEPS & BACK TO MY ROOM & THEY CLEARED ME TO GO HOME ? I HAVE 18 STEPS IN MY APT WOW & THAN THEN DR UNIS POPS BACK IN & SAYS IM GOING AWAY SO YOUR GOING HOME & SURGERY WENT 100% AS HE AWALYS DOES HE NEVER SAYS ANYTHING ELSE !!  EVERYONE PLEASE STAY AWAY FROM THIS SURGEON HE WALKED OUT WHILE I WAS ON THE TABLE & MY WIFE FOUND OUT & SHE WAS SHE WAS ENRAGED WITH HIM & HIS FEMALE SURGEON FELLOW !!!   ITS NOW JUNE 28 2020 & I FINISHED THERAPY WENT BACK TO WORK & ONE DAY I WAS WALKING UP MY STAIRS & SOMETHING POPPED IN MY HIP & AFTER THAT I CANT WALK WAS ON A CANE & NOW ON A WALKER & A NEW SURGEON PLEASE STAY AWAY,Rated 1 out of 5
1257,"It's all about the money with his office.  He emphasized that he is a joint specialist and doesn't deal with my knee condition.  He ordered mri's of both knees.  I called his office for 2 weeks to get a recommendation for a doctor I should see. They kept saying that I needed to go to the office ( which is costly and painful ).  Why should I go in when I just need a recommendation ? To make things worse, his office then changed the story to "" you need a cortisone shot "". 2 doctors that I had seen before ( who then didn't take my insurance ) told me that a cortisone shot would make my condition worse.  SHAMEFUL !!!!!!!",Rated 1 out of 5
1256,"If I could give her 0 stars I would. She not only misdiagnosed me but then used me to abuse the insurance system. Awful, cold bedside manner and her front desk is incompetent. With nyc being full of doctors I say- STAY AWAY FROM THIS WOMAN. ",Rated 1 out of 5
1255,"Unbelievably rude and impatient and has a seemingly bitter disposition. Medical diagnosis was vague and incomplete. Asked for a sterile bandage to cover an injection site and was indignant about it. 
Medical Assistant, Angela, is incredibly kind and caring, however.",Rated 1 out of 5
1254,"I have honestly never left a bad review online for anything/anyone in my life but my experience with Dr. Yoon was so terrible that here I am. She not only had an unpleasant bedside manner, she had a cruel one. I'd like to give her the benefit of the doubt and say she was having a tough day, but her lack of sympathy was awe inspiring. She was patronizing and refused to listen. If a doctor holds up their hand to shush you while you describe your symptoms - leave the office right then. ",Rated 1 out of 5
1252,"Would not recommend going to her for any reason at all. Saw her she did take the time to explain what she thought was the prob & suggested wearing a brace for 6-8wks. 6wks in I call the office to explain that the pain had not subsided and to make another appt. I was told she would call me back, scheduled an appt online only to arrive & told she was busy. Later got a call saying there is nothing more she could do & to see my general doc. Good thing I did, grade 3 sprang with partial tearing. ",Rated 1 out of 5
1245,"This doctor is so horrible and careless.  He sent my 20 year old daughter for an MRI at 945pm.  Unfortunately, he circled an X-ray on the orders.  The staff at the facility was very rude and would not do what was clearly noted EVERY WHERE ELSE ON THE ORDERS.  He is incompetent, cold, and without any type of compassion.  I thought I was sending my kid to one of the best in NYC, I was woefully mistaken.  He is an idiot.  Don't care that he graduated from Harvard.  Do not recommend him at all.",Rated 1 out of 5
1230,He simply doesn't care about the patient. I called to cancel my operation and get a prescription for therapy instead like he recommended plus pain killers cus the pain is chronic and he never called back. While at the examining room he told me he'll be back to talk to me about any other question I may have about the operation and he did not come back. Plus he lied about my operating being in 2 weeks and it was actually 1 month and 2 weeks. If you want a doctor that cares this isn't the doctor.,Rated 1 out of 5
1229,"Awful.  I went to see him, waiting 3 weeks for an appointment.  I saw the PA.  the next day, I went for an MRI.  I did not get a call from anyone in the office until 16 days later.  And they gave me the results and immediately told me I need surgery.  No discussion about alternatives, just wanted to schedule the surgery.",Rated 1 out of 5
1228,Did not see Dr Zeits until third visit. Only saw a physician assistant. When I finally saw dr Zeits it was for about 5 minutes. He wrote a prescription  I believe for PT and told me to come back in a month or so.  It was a hefty fee for seeing a physician assistant. ,Rated 1 out of 5
1201,"I have never been to a WORSE doctor in my ENTIRE LIFE!!! I went to Dr. Marx for a consultation about my reoccurring scar tissue that was causing pain and many other problems after my ACL reconstruction surgery. I knew the problem was a build up of scar tissue because it has happened in the past and I had MRI reports and multiple other surgeons who confirmed this diagnosis. Though, when I went to this ""amazing"" surgeon he did not even care what I had to say and called me a liar and was very rude",Rated 1 out of 5
1196,"Dr. Marx is dismissive and more concerned about time than communication. He refused to consider a pre-existing heart condition, noted by my cardiologist. He would not listen when I complained of persistent pain post ACL reconstruction. He dictated notes indicating that I had no complaint of pain, right after I had expressed concerns of increasing pain and swelling. Ignored the MRI that I independently requested to seek answers, saying MRIs are not a dependable source of intel. Turns out one the screws he placed came loose, and the ACL graft became frayed. There were obviously multiple issues with the outcome of my procedure which he disclaimed. I realize failures happen, but his lack of interest in the outcome was what was most questionable, and I can’t help wonder if it was this rushed and robotic approach might have caused error. Please be careful, as success in research/publication does not  equate to staring surgical technique.",Rated 1 out of 5
1176,I went to doctor Wessling bc i was not able to bend my knee making it impossible to even sit or stand up. He took literally all of 5 min with me was not extremely nice nor did he explain anything to me and sent me to get an MRI. I went to get the MRI and a week and a half and 4 calls later he has still not called me back... beyond u professional! I would not recommend going to this doctor unless you want to be ignored and not great examination,Rated 1 out of 5
974,"I would never recommend this doctor. I took my daughter to Dr. Lonner for scoliosis. He made me feel an urgency to rush into surgery when there was no need for that. Not only did he perform spinal fusion with instrumentation, but he did this surgery incorrectly so my daughter had to get a second surgery a year later. That was the worst experience of my daughter’s life. Dr. Lonner botched that surgery, incorrectly put in the screws, and has left my daughter with daily pain. NEVER see him.",Rated 1 out of 5
961,"my little son his one year old 
he has problems with his 2 legs 
and i take appointment from month ago 
i was in my way to his office 
igot so bad traffic 
and i called his office i will be late 30 minutes 
they said ok no problem 
when i arrived they said no 
you are late 
i tell them i was called .
they said the doctor said no
his not except you 
thats happened after i filled them all the documents and signature for them 
he is really bad doctor no mercy
for kid needs help 
and the kid waiting one month to got help and he didn't received nothing ",Rated 1 out of 5
686,"Dr. MacGillivray was not prepared, did not review my MRI results and had trouble showing me the results.  He may have been good at one time but the Mri seemed to be the license to cut without understanding the complete problem and how best to fix it.",Rated 1 out of 5
724,"After 3 visits had to wait 5 days for a return telephone call,,,had to make appt for a phone call!!!!dr did not recommend anti-inflammatory and took some for another ailment and eliminated my pain in my knee.   
",Rated 1 out of 5
716,"Incredibly arrogant Dr. Office team of receptionists are RUDE as can be. I Called 6x over a month to schedule cortisone shot, secretary was nasty and hung up on me after I expressed my displeasure with this process. AWFUL staff. RUDE as can be. Scheduled my shot and 3 days after the injection received certified letter that Dr. Williams dropped me as a patient. With so many great doctors in NYC you be crazy to deal with this level of service. His office staff worst ever encountered!",Rated 1 out of 5
715,"I had a surgery with Dr. Williams. My experience with him and his staff was very bad.  He was not professional with his communication or care. His staff was also so disorganized and unprofessional that I'm surprised they are working in medicine.  Although my surgery failed, I would say the same thing if it had been successful.  If you want a good experience I would steer clear of this doctor and staff.....likely outcome is not good. ",Rated 1 out of 5
714,The office staff is horrible!  Before even making the appointment the billing manager was extremely rude to my wife.  We were told that she will decide if I’m even worth his time to see!  I don not know how someone could even employ such a person with such bad manners on the phone and who lacks in the ability to speak to a human being!  The last time I was I have canceled my surgery with Williams simply because of his staff and will be inquiring about my options with another surgeon within HSS. ,Rated 1 out of 5
712,Staff are ignorrant and rude  cant even get to see doctor  hug up on 10 x,Rated 1 out of 5
711,"Part 1: I don’t even know where to start. I rue the day that I met Dr. Williams. He ruined my life. When I came to him, I had already had 3 knee surgeries and told him that I wanted a knee replacement. He denied it immediately saying I was too young. Instead he wanted to the bio uni oats procedure which is what he’s most popular for. He made the surgery seem like no big deal and told me I would be back doing things within 3 weeks… how misled I was. He was so unbelievably cocky and arrogant.  ",Rated 1 out of 5
710,"I called to get an appt for my husband who needed knee replacement surgery. Dr. Williams was rec'd to me by Dr. Bryan Kelly's office.Dr. Williams required that I send test results before we could get an appt. I sent MRI and x-ray reports. My husband saw him last week. He required another set of x-rays. When they finally sat down, Dr. Williams said,""I don't do knee surgery anymore. (a lie) Here are the cards of 3 doctors I recommend."" Hundreds of $'s charged to insurance! Liar, scammer and fraud!",Rated 1 out of 5
708,"Good Dr with bad bedside manner. Staff is very rude especially his office manager, Karen. Before your surgery they may be very accommodating but if after your surgery you encounter a problem things will change for the worst. Would never recommend this Dr. So many other Drs that are just as good and even better.",Rated 1 out of 5
704,"Riley Williams-placing my trust in you was the biggest regret of my entire life. You grossly minimized the risk and complexity of your recommended procedure, selling a minimally invasive procedure for a small partial thickness defect of my knee. What I received was a graft three times the size discussed. In addition you removed medial meniscus that I
I begged you prior to surgery not to touch.

You acted with full discretion, which you DID NOT HAVE!  As a result of your overly aggressive procedure, and unauthorized removal of meniscus, my knee is exceedingly worse. Now I am a prime candidate for a total knee replacement, which I was nowhere near prior to meeting you.

The treatment that I received and the way you sold the procedure was reckless and immoral. Clearly you've demonstrated you were more interested in a larger payday than in my outcome.

A Disalvo",Rated 1 out of 5
703,"I really do not like to write negative reviews but I don't want anyone to make the same mistake I did.  I had knee surgery (ACL reconstruction) and it failed.  All my follow up visits were about 5 minutes long and he'd start walking toward the door at every follow up appt so that I wouldnt be able to ask him all my questions.  He is completely dismissive of your concerns, questions, etc.  I called so many times and the response was ""stop worrying"".  I am so depressed about my failed surgery and so angry at myself that I picked him to do my surgery. I feel like I've lost time from my injury..the surgery...to recovery.  I know he is well known but please, I dont want anyone to go through what I just did and I am a pretty level headed person.  This experience was SO awful. You do NOT want to go to him.  Please save yourself that money and agony.  I guarantee you that you will not be happy.",Rated 1 out of 5
695,This Dr Kang is a horrible Dr. He looked at my knee injury and didnt want to give me a prescription for an MRI even though I told him I couldnt walk for 3 weeks and at healed afterwards a bit. After getting an MRI from another doctor they found  that I have a tear on a mensicus on my left knee. Horrible Doctor and wouldnt recommend anyone to this idiot. I suffered terribly because of him. His office also charged my insurance for an xray which was never done at his office. Bad Doctor period,Rated 1 out of 5
694,Dr. Kang bedside matter is disgusting. He is very unprofessional. When I was concern about my knee he didn’t care and he actually thought it was funny because it wasn’t anything that was a big deal. I described my concerns and that’s why I went to see him and to be honest I am mortified at his responses. I am greatful it’s nothing serious however that why you go to the doctor to make sure nothing serious is going on. To me he acts like a college boy the way he acted not a DOCTOR. He needs to go to a matters class.,Rated 1 out of 5
690,"MacGillivray diagnosed my pain as a knee problem and recommended arthroscopic surgery. It did not address my pain, and multiple DRs have since told me it was hamstring tendinitis. 2 months after the surgery, I developed new pain at the portal site, which I have been told by HSS is nerve damage. 1 year later, my quads atrophied from the nerve pain and I now have patellar tendinitis from the atrophy. I am in constant pain and barely able to walk. It is not possible to explain the damage to my life",Rated 1 out of 5
689,"Saw him about 5 years ago for a meniscus and ACL that he repaired. Today, I still have knee discomfort and pain. I only went to him because no other Dr. at HSS at that time would take my insurance.  I've had great success with past surgeons at HSS. It's the only place to go! (so i thought)
As I have shared with other Drs. at HSS since my past surgery. (I have new ins.) My was dog treated better by our Vet. than I was by this clown. But unfortunately you get what you paid for. HSS is great.",Rated 1 out of 5
688,"Treated mu mom in 2003 , she was pretty active for a 83 year old.. this bozo claimed a piece of cake she will be back walking painless in 6 wks. She passed with the same pain that she had after the surgery and never healed thanks to this surgeons ability ( which is less than stellar)
He was practicing at the time in NY Hospital in Queens.. I made a 3k mile trip to insure that this would be a smooth procedure...a great waste of my moms energy and a big waste of my time.. There are better surgeons",Rated 1 out of 5
687,"One of the rudest and most inconsiderate doctors I have ever met. As all the other reviews mentioned, Dr. John MacGillivary probably spent 15 seconds with me post op. 1 week after surgery he ""examined me"" all while keeping one hand on the door handle and quickly rushed me out. A year later I had another ACL surgery but this time chose a different HSS doctor and had a much better experiance. Don't waste your time/money with this guy.",Rated 1 out of 5
717,"This guy is so unprofessional it is not funny. He literally spent no time with me, and after I came back because the operation did absolutely nothing to relieve my pain, not only did he not care, but he literally spent 1 minute with me, told me he would be right back and never came back. He had his assistant come back in and tell me to get another MRI. I cannot express enough how unprofessional this guy is. I would love to report him because it was such a horrible experience.",Rated 1 out of 5
738,"Dr. Hughes operated on a cyst on a herniated disk.  When the pain continued (although not the electrical cyst pain) post surgery I tried to speak to him.  He was unreachable.  You can only speak to a PA.  I had another MRI which showed a new cyst....but no one explained that this one was not on a nerve so it could not be the cause of my pain.  I only found out about that by visiting a neurologist. I tried to contact Dr. Hughes to discuss this problem, but he never returned my phone call.  I called countless times but to no avail.

Today after a 2  month wait, I met with the doctor again.  When I told him about my difficulty in reaching him, he went on the offensive.  He told me he has PAs to do that and that I was changing my complaints all the time (Not true at all!)  I think his PAs are lovely, but they are still only PAs.   He even had the nerve to tell me he ""did me a favor"" by operating on me.  Outrageous.  He was paid handsomely.

Not someone I would choose.


",Rated 1 out of 5
959,Dr. Gallina will give you a lot of attention until your having issues after your surgery that she cannot explain.  She might have done her job as a surgeon but she is not a great doctor and her office manager is incredibly rude. Everytime I was there I waited over an hour and a half for her to say nothing of any help. ,Rated 1 out of 5
748,"I went to HSS and Dr. Hughes due to reviews. Dr Hughes did my surgery and there were a series of complications. I don’t have enough space to detail, but basically, I was only  able to speak to Dr. Hughes to be informed of the need for a second revision operation. When there were yet more complications, even after insisting and being told that the message would be conveyed to Dr. Hughes,  I was only given the option to speak to a PA.  It’s disappointing, frustrating, and even embarrassing to feel abandoned by your surgeon and left to fend for yourself. In spite of my insístance,  Dr. Hughes would not discuss my MRI results with me. Instead, a PA called to tell me that she had discussed with Dr. Hughes, everything looked fine, confirmed that I still had all the complications earlier described, and told me that I needed to see a neurologist. There wasn’t  even an offer for a referral to a neurologist or indication of a particular specialty. My condition was now my problem.",Rated 1 out of 5
958,"Rude, condescending, dismissive. Her office is thronged with patients so she naturally has less than 5 minutes to tell you that you need surgery, sorry, deal with it loser. Very negative experience. I've had foot problems for years and she treated me like some frivolous nincompoop whose experiences were misinformed and stupid. Some doctors are just in it for the money.",Rated 1 out of 5
942,"After completing physical therapy that she recommended I returned for further evaluation due to continued symptoms limiting my mobility. She was curt in telling me to return to referring podiatrist for orthotics and made no other recommendation. I went to another orthopedic surgeon who diagnosed the problem and gave me a cortisone injection - Shazam, with much improvement. No flat feet, no orthotics needed. Thanks for nothing, Dr. Gallina.
",Rated 1 out of 5
918,"Dr. Feliccia's staff was very difficult to work with.  He seems to have them doing double duty- answering his phones and assisting with patients.  Today, after three previous attempts to reach his office I was put on hold for 25 minutes listening to endless advertisements for Lutheran Medical Center and NYU Langione Center...and then I was hung up on.",Rated 1 out of 5
915,"Definitely not impressed.   I filled out his rather extensive paperwork yet after introducing himself he asked why I was there !!!    He brought in another person with him who did not introduce himself, so I have no idea who he was or why he was there.   I heard them talking outside the door saying about me ' she is a new patient ' before walking in.    I have not been able to walk up or down stairs without extreme pain and he said my knees were ' not bad '.  $ 1,000 worth of therapy suggested.",Rated 1 out of 5
911,"this dr dose not talk nice to patients, he loves to argue ",Rated 1 out of 5
889,"I feel the time has come to present my honest evaluation of Dr Matusz. In September 2020 he performed a 7 1/2 surgery on my back and spine. At the time I was 81 and was proud that I was a senior athlete . I am now permanently disabled needing a walker and or a wheelchair to get around.
The doctor did repair on 4 cervical discs and 3 lumbar discs During my 5 days in the hospital I was never aware of being visited by the doctor.
Approximately 6 weeks later during an office visit I was informed that there were 3 additional discs that needed repair . I asked him why he did not do the discs at the time of surgery.
His direct quote was,'if I did it I would have killed you"".
He then told me that even though he has done this type of procedure many times there was nothing he could for me.
After much research I found my condition is Cervical Myelopathy probably caused by complications from surgery . I have all 10 symptoms. Look it up.
Not fatal but a life sentence. 










",Rated 1 out of 5
848,"I had ad a spinal fusion with this man 15 months ago. He destroyed my life. I can no longer do any of the things I used to enjoy. Each day is worse than the last. I'm in unbelievable pain every day. I now lose feeling in my legs from my feet to my knees. I occasionally lose control of my bladder. I can't sleep more than 2 hours at a time, and my health is now failing. In the past 15 months, I went from no blood pressure medication, to 4 different medications a day. I've written, and called several times, so they referred me to a neurologist. I spent more money than I have on MRI's EEG's, and all neurological test are negative. I still need to use the hospital handle put on my bed to get out of bed. He literally stabbed me in the back, and has left me to die. If I get no relief, that's exactly what is going to happen. Did I get a single call from the ""man"" who has done this to me? Nope! Have they given me a viable plan B? Nope. I'm out of characters",Rated 1 out of 5
843,"Dr. Roth completed two labral repairs on my right shoulder. Following weeks of rest and lengthy physical therapy he personally gave me the go ahead to return to athletics (volleyball). I dislocated my shoulder again a week later the first time I took a swing at a ball.  He then insisted I trust him to repair it again, which I did. Following the second repair my shoulder felt very weak. I stuck strictly to the PT he prescribed and had a good year with no problems. I then dislocated again making a minor movement playing basketball. On two occasions Dr. Neil Roth failed to repair my shoulder. I would never recommend him to anyone unless I felt they deserved to be punished. Seems a decent enough guy just not a good surgeon. If you're reading this review please consider other options because this guy can't possibly be the best you can do.",Rated 1 out of 5
822,"If I could give zero stars I would. Drew and his staff are terrible. They are constantly rushed, do not give full information on possible outcomes of surgery to patients, neglect their patients during post-op care, and treat them as in inconvenience whenever the patients ask questions. The billing department is abysmal and forgets to send bills to insurance companies, causing delays in reimbursement to patients and extraordinary costs. The entire staff is incredibly rude.",Rated 1 out of 5
820,"I had arthroscopic surgery 2 years ago at HSS, still experiencing pain ,stiffness... i went to Dr stein for a consultation in Spring 2016, he only spent about 5 minute with me and recommend me to get an MRI. The following up visit he didn't even take a look at the picture of my knee MRI , just told me what the report says,""it's possible there is a lateral meniscus tear"" .He only cares about his surgery. Since i was not certain to have the second knee surgery, he is not interested.",Rated 1 out of 5
802,"STAY AWAY! While the doctors may or may not be competent, you have to climb a flight of stairs to the office (no elevator), and the staff schedules appointments when the doctors are not even there. TERRIBLE! I never got to see the doctor!!!",Rated 1 out of 5
801,I went to the deer park location. this place is terrible.  looks like the average wait time is 2 hours!!!  the worst part is it is in a. basement with no elevator for people who suffer from back and knee pain. the employees are miserable and so are the patients. avoid this place,Rated 1 out of 5
799,"I saw Dr. Grewal - April 2018.  He agreed ""Laminectomy"" surgery's what I needed.  He said ""my office"" will get in touch once we get surgery approval/date and ""May"" he was booked full, so probably June. I waited, never got a call.  So ""I""called, found my ""Surgery Request Approval"" form was blank sitting in my folder & was never submitted.  Long story short, Dr. Grewal moved on to his own practice, his new staff didn't even know if he still took my insurance.  Have apt with new orthopedic surgeon.",Rated 1 out of 5
796,This physician refuses to speak to physicians when they want to refer patients. His staff gives you the run around and lies and says that they will have the doctor call their primary care doctor when he has no interest in doing so. He obviously only cares about the money and not patients. ,Rated 1 out of 5
755,I was recommended to see this doctor because of my severe conditions and he basically brushed me off andreviewed one of my mri and not the rest where im in severe pain and because of the fact its workers comp related. In the beginning they promise to fix my problem but then said i cant do anything for you...waiste of time ..,Rated 1 out of 5
2804,"I made an appointment with Dr. Silver because he was on the list of my in-network providers. After confirming with his office and my insurance, I show up to my appointment a month later and was turned away because they now claimed they didn't accept my insurance. Long story short, (check Google reviews for the full story), he is contracted with my insurance provider at an address that doesn't exist as his practice anymore (at least in physical practice), and his current office failed to let me know over the course of an entire month that they in fact, do not accept my insurance (which confuses me because they specifically asked what insurance I have when I made the appointment). I now have to wait for another appointment elsewhere while my condition further deteriorates. ",Rated 1 out of 5
2808,"DeMarco accepted me as a patient, but a month and a half later when it was time to book the surgery, he decided to lay on me that ""he did not like my insurance company and would only do the surgery out of network"".  A total scam.  becuase of him, I was unable to have my surgery done as all other doctors are booked for months due to covid and just re-opening for elective surgeries.

He is by far the worst doctor I have ever been to.  Besides the scam with the insurance, his office never answers the phone or returns phone calls.  Avoid him like the plague.",Rated 1 out of 5
2811,"Dr Kennedy has slick social marketing, and being naive at the time I thought he would be highly skilled and caring. My surgery was a failure and made my condition worse. He rushed me into the unnecessary surgery & I now realize he seems monetarily oriented, rather than humble & patient oriented. After I was much worse after my surgery his P.A. acted as though it was odd that I expected improvement. I think Dr K is more careful how he treats the rich and famous, but if you are an ordinary person stay away, or get a second AND third opinion.",Rated 1 out of 5
3814,"The doctor may be good, but his staff quite frankly stinks. The staff is rude and incompetent. I would avoid this doctor.",Rated 1 out of 5
3829,"STAY AWAY! It's been 13yrs & still deal w/pain almost daily.Had to quit all sports & physical activities.Can't even shake somebody's hand.His medical malpractice altered every aspect of my life.I have to think twice about everything I do to make sure my hand doesn't get in the way & won't be further harmed.Was supposed to get 5 stitches, woke up to hand in traction.Something went wrong & he knew it.My hand is badly deformed now, I cry all the time, if not from pain then from just looking at it:(",Rated 1 out of 5
3828,"Hausman dismissed the nerve injury in my arm after I waited more than 90 min in his office. He failed to thoroughly evaluate my arm and the limited range of motion and weakness.  He barely glanced at my imaging, which clearly documents a huge problem.  The entire appointment lasted 8 minutes.  I found care at HSS with a fabulous and caring arm specialist who provided me with extensive diagnostic testing, PT, bracing and home exercises. I eventually had successful surgery @ HSS-THE best for ortho",Rated 1 out of 5
3825,"He was so arrogant that he failed to acknowledge and treat all my relative's complaints, focusing instead on only one area.",Rated 1 out of 5
3822,Left after waiting 45 minutes (at a 10am appointment). Staff repeatedly lied about wait time.,Rated 1 out of 5
