,feedback,rating
966,Dr. Claude Scott is known to be one of the most skilled and caring orthopedic surgeons in NYS. His skills and expertise supersedes most of his peers. He is a good listener and spends time thinking and acting on patient needs using his vast level professional judgment.,Rated 5 out of 5
4899,Dr. Blanco is truly amazing. I originally met him when our eldest broke a bone. He was incredibly warm and comforting during the healing process. We then took our youngest to him when we noticed issues with her gait. He diagnosed a very unique condition in minutes that all other doctors had missed. He has always been incredibly gracious and kind to both my children during the 8 years we have been going to him.,Rated 5 out of 5
969,He is the most amazing doctor. Our son is living with Autism and many of his patients are disabled and he is compassionate kind trustworthy and goes beyond to ensure that from your child's diagnosis to recovery - he's there. ,Rated 5 out of 5
970,"Made me feel so safe!Dr. Lonner made me feel so safe in his office. Being only 15, scoliosis was the scariest experience for me, and his way of telling me all the information and cracking jokes in between, will forever stick with me. He fixed my scoliosis, and I am dancing with no limitation in mg flexibility. He will be someone I am thankful for until the end of time. I still go for yearly check ups and we always joke around about him doing ballet together. HAHA. Thank you Dr. Lonner!",Rated 5 out of 5
971,"I have been a patient of Dr. Lonner's since 1999 when he took over the practice from Dr. Stanley Hoppenfeld, who was my original scoliosis doctor. Dr. Lonner performed my second spinal fusion surgery when I was 16, and a few years later operated on my father twice. To us, he is like family and he treats us like family. He is incredible and saved my life. If your child was recently diagnosed with scoliosis, or you have scoliosis or another complex spinal disorder, go see him. He is the best! World-class care.",Rated 5 out of 5
972,"

""Straight"" to the point....His patience and knowledge are second to none AND he's likable too!  :).  He was not the first doctor I went to after my daughters scoliosis diagnosis but he was the last,  After our initial meeting I felt a sense of calm and I knew he would be the surgeon that I would trust with my daughters surgeries.. Looking back at her before and after xrays, I am simply blown away and forever grateful.   I must also commend his entire staff both past and present.  Thank you!!

",Rated 5 out of 5
973,"Our family has been so blessed to have met Dr. Lonner and his wonderful staff.  Dr. Lonner performed surgery on our 12 year old (baseball player) on August 1, 2017 and 3 months later he was fully released to play baseball again thanks to Dr. Lonner.  I would recomend Dr. Lonner to anyone that is considerings spinal surgery for their child, he truly is the best. He cares very deeply about the parents concerns and wishes for their children health. ",Rated 5 out of 5
4898,"Dr Blanco accurately diagnosed my son with Legg Calve Perthes disease and treated him with a different protocol than other pediatric orthopedists. Crutches and physical therapy versus lay in bed for two years and physical therapy. This review is in retrospect by 22 years. Dr Blanco was at UVA Charlottesvill back then. He and his team were awesome, and when he promoted out of UVA to Mayo, he made sure we had another great doctor (Dr Mark Romness) and consistent support from the remaining team. My son is now 28 years old and able to fully function with just one adjustment to his life: a 5/8-inch lift in his right shoe. Zero surgeries were necessary. The ball at the top of his femur healed as rounded as possible; range of motion is better than expected. My family is so very grateful for having found Dr Blanco. Super smart. Kind and empathetic; compassionate. Very matter of fact. Great experience.",Rated 5 out of 5
975,"My son was diagnosed with scoliosis, and a year later had the surgery. Dr. Lonner and his team made the process a little easier. The were caring, and was always there to answer our questions. Dr. Lonner is an expert in his field, and we are so grateful God blessed us with him and his team!  ",Rated 5 out of 5
976,I was in severe pain almost at the point of not being able to walk and facing a major surgery. A Laminectomy and decompression of multiple discs from the thoracic section of my spine to the lumbar section including rods and screws. Dr. Lonner was thorough in explaining every aspect of the surgery. He is the epitome of professionalism. I wouldn't have done it if I didn't feel as comfortable as he made me feel. Because of him I have my life back. He took care of like no other surgeon could,Rated 5 out of 5
977,Dr. Lonner is very professional.  I put my trust in him 100%.  Having 3 spine surgeries I have been treated with the utmost of care and respect.  My family feels very comfortable also in Dr. Lonner's decisions about my treatments.  I highly recommend Dr. Lonner to any one searching for a scoliosis Dr.  ,Rated 5 out of 5
978,"Dr Lonner performed my surgery in October 2016. I had some concerns and I was given an appointment really quickly. Dr Lonner spent time talking through my images and reassuring me. He really is one of the kindest, most supportive surgeons I  have encountered (that's in 35 years of having spinal surgery!). His surgical skills are second to none but his bedside manner and the care he shows his patients is truly heart warming. I cannot recommend him highly enough!",Rated 5 out of 5
979,"Should have been the scariest time in the lives of my daughter and my family. Instead it was a kind, caring, loving, reassuring and blessed experience. Six weeks out and ready for school.. Thanks Dr Lonner, Michele and rest of the outfit/team.",Rated 5 out of 5
980,"My daugher had a pretty severe case of scoliosis and wore a Boston Brace for 2 years only having to find out that it would have never corrected her curve or even truly make much of a difference.  After her orthopedic dr. retired, I then reached out to Dr. Lonner who performed my daughter's surgery.  He is brilliant, kind and is great with the kids and parents.  My daughter loves him and he was there by her bedside right after surgery.  I highly recommend Dr. Lonner.",Rated 5 out of 5
981,"My experience with Dr. Lonner was wonderful.  He is not only an amazing doctor, but he is also kind, compassionate and extremely thorough.  He answered all of my questions and concerns and helped guide me in the right direction to make an educated decision.  I would highly recommend Dr. Lonner.",Rated 5 out of 5
982,Fantastic surgeon. So knowledgeable and professional and kind. My reverse shoulder replacement was unbelievably great experience.  Minimal pain and fantastic outcome. Thank you Dr. Tam.,Rated 5 out of 5
983,"Dr Todd Albert is a Super orthopedic spine surgeon. It's been 4 weeks since my surgery. Every day I feel better & better. Thank you, for caring and taking care of me. I wish there were more doctors like you. You are truly a God send. I have no pain I'm not taking any pain killers and I'm starting to enjoy the things I use to do. Thank you, for helping  two  of my family members . They are back to normal because of you. We will  never forget what a brilliant and an amazing surgeon and  human being you are. Thank you for not being an alarmists and being 
such a caring human being. We will always be grateful to you. I am so happy with the out come of my surgery once again. I hope if anyone reading this review and needs special surgery that they look up Dr Todd Albert and get an opinion if anything. Dr Albert deserves 10 stars or more. 
",Rated 5 out of 5
985,Incredible professional but equally as important a very concerned Doctor and person I thank our Lord for leading me to Dr. Albert. Thank you Dr.  Albert,Rated 5 out of 5
986,"He is an excellent surgeon and a kind, compassionate man.  I had a previous fusion (by another surgeon) and needed another level fused after 7 years.  He determined the best way to deal with this and did a great job.  His staff are also great to deal with.",Rated 5 out of 5
953,"Extremely available. Saw me immediately. Dr. GALLINA did a superb, creative surgery on my severed Anterior Tibialis tendon, a rare and difficult condition and procedure. She clearly saved my foot and is a  highly talented and devoted doctor with a great humanitarian bedside manner. I am very thankful to have found her and recommend her without reservation. BTW I am a physician myself and very perfectionistic. She dealt with all my concerns in a kind and tolerant way. Couldn't be better!",Rated 5 out of 5
951,"Dr. Jessica Gallina is a most skillful professional. I admire her immensely and am ineffably grateful to her for the quality of the surgery she performed on my foot. I went back to skiing this weekend after an October intervention which is an enormous joy for me, since downhill skiing is one of my greatest passions. I can'r recommend Dr. Gallina highly enough. She is a pleasure to work with since her personality and sense of humor are a delight and her mastery of the craft is magnificent. ",Rated 5 out of 5
920,Dr. Cagle is with you every step of the way!  Excellent surgeon with a kind and caring manner.  Would definitely recommend him for your shoulder issues.  No matter what they are. ,Rated 5 out of 5
950,"I had surgery with Dr. Gallina three months ago and I am back on my feet. She is a warm, magnificent surgeon. Her office manager was very helpful every step of the way. Thank you so much, Dr. Gallina!",Rated 5 out of 5
921,"I was able to schedule an appointment within 2 days of calling.  He was punctual, easy to talk to and knowledgeable.  I left with a prescription for physical therapy and a list of recommended physical therapists.",Rated 5 out of 5
922,"I'm an MD and he is not the first Orthopedic surgeon I went to for this problem. No one listened to me as attentively as he did, and no one discussed the findings and options as intelligently and in detail, with percentages of likelihoods of scenarios like he did. I am very impressed.",Rated 5 out of 5
923,"Dr.Cagle,has to be one of the most knowledgeable and professional Doctors. I have had many experiences,with Doctors over the years.Dr Cagle,really listens to you,with empathy,and let’s you really explain your thoughts. I do need surgery,but I was able to try PT first.The other routes were all explained easily . I recommend him so highly. The orthopedist Department is great,at Mount Sinai. Dr.Cagle is definitely an asset to the team. ",Rated 5 out of 5
924,"My experience so far has been 10+++.  Excellent physician, staff, bedside manners by all, prompt and timely, 100% comfort level.  I saw Dr. Cagle for a Labral Tear and Cyst in my shoulder and am so comfortable that I can calmly schedule surgical repairs within 2 weeks of my first visit without a single concern. Highly recommended so far!",Rated 5 out of 5
925,"He came highly recommended by my foot surgeon, and I am glad I listened to him! Fabulous experience from start to finish. His assistant Sabrina is one of a kind",Rated 5 out of 5
926,Absolute gentleman and a class act.  Excellent bedside manner.  He is very caring and took a real interest.  ,Rated 5 out of 5
927,"Fantastic Doctor, I came there expecting more of the same and instead I found a compassionate person who was interested helping.",Rated 5 out of 5
928,I cannot say enough about how grateful we are to Dr Cagle.  He is absolutely superb.  I brought a very stubborn family member in and he took the time to speak with both of us and explain everything in detail.  He diagnosed the issue quickly and laid out the treatment options.  I wouldn't trust anyone else!,Rated 5 out of 5
929,He's a genius. ,Rated 5 out of 5
930,I did some research and I'm very happy with my choice.  I was in and out quickly and avoided a surgery.  I'm doing much better now and I'm sending my Dad to see him next.  His shoulder has been bother him for years.,Rated 5 out of 5
931,"Dr Cagle is a fantastic surgeon. His bedside manner is excellent, he is caring, and really goes the extra mile to make you feel at ease. As a physician myself, I would both refer patients to him and recommend him to family and friends. ",Rated 5 out of 5
932,On time and very professional.  My shoulder has never felt better!  I'm glad I made the appointment and the staff extremely helpful. ,Rated 5 out of 5
933,He is the best! ,Rated 5 out of 5
934,"Dr. Cagle's examination was thorough and his explanation clear. He has an excellent bedside manner. In response to one question, he cited current research. I appreciated his positive attitude towards my healing.",Rated 5 out of 5
935,Friendly staff and on time appointment,Rated 5 out of 5
936,Great experience. Dr. Cagle is what you expect from a surgeon in NYC.,Rated 5 out of 5
937,Fantastic experience.  I have completely recovered and I'm back throwing again!,Rated 5 out of 5
938,terrific experience,Rated 5 out of 5
939,Awesome doctor!!,Rated 5 out of 5
940,"Dr. Conti was great, as was his staff.  He was on top of my situation (I give him A+ on medicine), knew what I needed to know, was kind and thoughtful, went out of his way to make sure he had all the relevant information. He communicated clearly, thoroughly and with kindness. . And his staff squeezed me in because they knew I really needed to see someone this holiday season.-- so many doctors are on vacation and the wait time was reasonable, considering. He takes my insurance, too.",Rated 5 out of 5
941,Dr. Galina was reassuring and provided excellent instruction regarding the healing process.   My broken foot healed as she had outlined in our first visit.  She is a terrific doctor.,Rated 5 out of 5
4903,She operated on my right shoulder and I have been pain free since.,Rated 5 out of 5
943,"Dr. Gallina did a fabulous job assessing issues with my left foot and identifying the need to replace cartilage, sew a torn ligament and fix my bunion. She communicates all of the details regarding issues as well as procedures so there were no surprises. My foot healed faster than expected and three years later there are no issues. I'm now addressing an issue in my right foot and Dr. Gallina and her staff have been incredibly attentive and helpful.",Rated 5 out of 5
944,I went to Dr. Gallina as a second opinion after being told I would never be able to lead the active lifestyle I am used to. She was patient with all my questions and knowlagable of the most current procedures available. I had an ankle replacement & achilles tendon lengthening all done at once. I came home from the hospital a few hours after surgery. Recovery has been quick & easy.  Dr. Gallina & staff is there for you with any concerns or questions  during the entire process. Thrilled w/results!,Rated 5 out of 5
945,"Dr Gallina is the best! She is a clear-thinking and highly skilled orthopedic surgeon with a pleasant demeanor. She's smart, confident and listens well. She consistently exudes a calmness that wonderfully affects all people around her (patients, staff, hospital colleagues, etc). I had a successful 5 hour surgery for a complete ankle replacement, bunion, heel re-angling and Achilles lengthening. Thank you Dr Gallina for giving me my active life again! I highly recommend you with no reservations!",Rated 5 out of 5
946,"Dr. Gallina is a brilliant surgeon & she is kind & caring.  She performed 5 surgeries (in one day) on my foot. Other doctors said it was a lost cause because the damage to the entire foot  toes, arch, joints (due to a deformed bunion) was too severe.  But Dr. Gallina did 5 complicated procedures to correct each problem & my foot is now like the foot I had 20 years ago!  I can jump, dance, walk and perform for hours.  I'm not only  footloose & fancy free - I'm pain free!  Highest recommendation!",Rated 5 out of 5
947,"I highly recommend Dr. Gallina. I am so glad I came to her for a second opinion, she saved me!",Rated 5 out of 5
948,"
Excellent surgeon Never makes you feel rushed  Always answers your questions no matter how trivial  Great staff  recommend highly *****",Rated 5 out of 5
949,"Dr. Gallina is an excellent and an extremely skilled  diagnostician and surgeon. She is kind, caring and empathic, answers all questions fully.  I never feel rushed. Would and have highly recommended her to others.  Her staff are excellent and fill out any forms you need promptly. Office manager Jessica is  wonderfully efficient,  understanding and the best prompt problem solver. ",Rated 5 out of 5
563,Dr. Sama is extremely kind and courteous and a very caring physician and surgeon. He reviewed my records thoroughly for a second opinion.  I would highly recommend him. ,Rated 5 out of 5
561,Dr. Sama performed two procedures on me in 2015; cervical fusion and a lumbar laminectomy with L3 fusion.  Bothe procedures were well done and have alleviated the chronic back pain which I had been experiencing for several years.,Rated 5 out of 5
1128,"Dr Lee responded with detailed instructions for the urgent care providers and had me on his schedule quickly for emergency hand surgery.  His explanation of the procedure was detailed; his follow up prompt and his surgical work was the true meeting of art and science. Because of Dr Lee’s prompt action, surgical excellence and post-op guidance, along with phenomenal care from PAs Scott and Lily, I’m well on my way to full recovery.",Rated 5 out of 5
194,"A recent fall onto concrete (elbow meet concrete please) had me into emergency surgery over the next weekend with Dr. Kenneth Egol. Dr. Egol was recommended by a physician of mine and we were assured that he was THE BEST. 
They were not kidding; Dr. Engol is an amazing surgeon, a funny and warm doctor and a kind man. 
Hopefully I will never need his services again, but if I ever do need a ""bone doc"" I will know who to contact. 
Dr. Engol is just that good. Thank you. ",Rated 5 out of 5
180,"I have been going to Dr. Bostrom for my knees since 2008.   He and his staff are very forthright and very nice to patients. Everyone in the hospital has enormous respect for Dr. Bostrom, who in turn has enourmous experience with these knee and hip replacements. I recommend! They are interested in helping you to feel better and get back to your life. Hopefully better than before!",Rated 5 out of 5
181,Just had a complicated total knee revision done by Sr. Bostrom.  He is a genius and his team is top notch. Pain minimal and procedure seems perfect. Very talented man. ,Rated 5 out of 5
4988,Dr Allen was able to get me in quickly and took the time to talk thoroughly about my needs and concerns. She was also extremely knowledgeable about current research related to OB/GYN issues. I wouldn't hesitate in recommending her to other women. I wish she had been my doctor for years. ,Rated 5 out of 5
183,Was amazing Special care and amazing doctor ,Rated 5 out of 5
4987,"Dr. Allen is incredibly intelligent and clearly cares about the well being of her patients, even if that means saying what you don't want to hear.",Rated 5 out of 5
185,Very attentive and knowledgeable! Ten stars!,Rated 5 out of 5
186,"Dr. Egol operated on my sister, Patricia, who needed hip surgery. He was kind, compassionate and straight forward.  During Patricia's hospital stay, I called Dr. Egol when she was having painful muscle spasms and he came right to the hospital to help her (on a Sunday, no less). His office visits are not rushed and he takes considerable time to make sure all your questions are addressed. He is a fine gentleman and caring physician. I highly recomend him!",Rated 5 out of 5
187,"He took the hardware out of my knee and I recovered quickly and well. He's great. He answered questions patiently, and visits were always timely. I highly recommend him. ",Rated 5 out of 5
188,"Dr Egol.
Is A very caring and compassionate Doctor.  He will take as much time, as needed to answer any question You shall have. He is an excellent Surgeon.

",Rated 5 out of 5
189,"Dr. Egol performed surgery on the neck of my femur after I fell fifteen feet sideways onto concrete. I thank God that this doctor was working at the hospital I was taken to.  I was told I would need acute live-in rehab, and may never run/walk the same again, if it did not heal properly.  Again, I thank God.  
After a week, I was getting around with crutches.  I never had a problem until recently developing rheumatoid arthritis and systemic auto-immune inflammatory issues, which is not the fault of the surgery. I can’t tell you how many people I have encountered over the years with hip and knee and femur surgeries who could never run again. 
I ran for years.  Never a problem. He performed as fine a surgery as one could hope for.  This doctor is DEFINITELY the one you want for your your loved one’s surgery.  
I would trust no one else for orthopedic surgery.  He is no nonsense and one heck of a surgeon.",Rated 5 out of 5
190,"Dr Egol has been my orthopedist since 2014 when I wound up in the ER at NYU because of a bad fall in which I broke my left hip. Thanks to Dr Egol's immediate surgery, I was up and in PT 48 hrs later and walking within 2 weeks. Since then he has treated  me for a broken arm and again, made miracles happen; Dr Egol is the only person I trust with my body. The staff and PAs are also wonderful and kind.",Rated 5 out of 5
191,"So incredibly nice and caring. Great surgeon. I have aN excruciating non curable eye disease and asked about it.. I’m still going through allot of pain as the surgery was April,27th 2020. Broke my elbow in 2 places during the Covid19 epidemic. The screws are gross but normal. Dr. Egol said in approximately 9 months he can take the metal out. You can see them. UGH ??. ITS NORMAL.. This is an A+ surgeon and so nice! He cares!",Rated 5 out of 5
192,"My husband, a RBK amputee, broke his same, previously amputated leg, skateboarding during covid. Dr Egol's team responding quickly, with care, thoughtfulness, a clear strategy, and, thankfully, a bit of humor (only after we started the jokes...we needed it!). Operating on a previously amputated bone is not easy. Getting surgery during covid is stressful. 

Egol + his team has made themselves very available during the recovery over telemedicine visits and emails. We never felt rushed. We are so very grateful. 

I hope we don't have a need to see him for any more surgeries, but if we do, we will go into with confidence.",Rated 5 out of 5
193,"Everyone should ignore the comments of Ellen Isralsky. This woman suffers
from the mental disorder munchausen syndrome her entire life. She has made
a career of feigning illness & complaining about Doctors. I am sure Dr Egol is a fine Doctor based on the other comments I have read on line. The Dr.'s office is
quite correct, she is an angry woman.    jay isralsky

",Rated 5 out of 5
196,"I have condition call blounts disease , I been  in a lot of pain & went to see Dr . Egol . He perform a osteotomy on my left leg & gave me most of my length back , because my left leg was shorter than the right . He did a amazing job , thank you Dr . Egol . I will definitely recommend you to anybody. ",Rated 5 out of 5
284,"At least as  closest to the very best as possible! -I'd say All Three:  a bravo, a standing ovation, And an ancora.  Thank you So much always, Dr. Jonathan Vigdorchik...!",Rated 5 out of 5
197,"I was in a car accident in 2009 and was taken to Jamaica Hospital where I met Dr.  Egol. Had broken bones in my knee. Dr.  Egol performed surgery on my leg and had to put a plate in. He did a great job with me. 
Everyone says how beautiful the job was done even the minimal scarring. ",Rated 5 out of 5
198,Fantastic doctor. Took the time and effort to make sure I received the best possible care,Rated 5 out of 5
199,Dr. Egol is wonderful!,Rated 5 out of 5
200,Dr Egol is great,Rated 5 out of 5
201,He repaired my torn bicep tendon 19 years ago and I think of him often with gratitude for the excellent job he did. Thank you Dr. Lyden.,Rated 5 out of 5
202,"Everything was amazing 

",Rated 5 out of 5
203,"I met Dr. Lyden in 2000, when I broke my ankle and he was the surgeon on call at HSS.  The surgery was superb.  While I don't have much basis for comparison, it healed quickly and (after the initial fall) painlessly.  My most ""expert witness"" at the time was my Physical Therapist, who was impressed with the quality of the work (and did not know Dr. Lyden).  I have seen Dr. Lyden for minor consults in the intervening 17 years .  I remain impressed with both his technical and interpersonal skills!",Rated 5 out of 5
204,"On a Sunday morning I slipped on black ice and broke my elbow!
I walked down to n.y. Presbyterian
Emergency room and dr. Lyden
Appeared almost immediately!
I was taken to surgery and the
Whole Doctor, hospital experience was what you would wish for!

All these years later I remember
This experience and his advice.
Instead of a 80% mobile recovery
I made a 100% recovery!
Thank you again Dr. Leyden and
Staff!
Claude e. Reams key west",Rated 5 out of 5
205,"Dr. Lyden is  one of the most impressive doctors I have ever dealt with.  Having undergone emergency surgery overseas, followed by serious complications, I required urgent attention. Dr. Lyden and his whole team (including Lani in his front office) organized an appointment the very day after my arrival.    Since then he and Dr. Brause (infectious disease specialist) have taken extraordinary care to restore my health.  The nurses, the staff, the doctors - everyone are first-rate.",Rated 5 out of 5
206,I could not have prayed for a better doctor. He is amazing!!!!,Rated 5 out of 5
207,"He is compassionate, is very knowledgable, professional and truly cares about his patients. Would def recommend for pediatric orthopedic surgery/consultations. He was kind and a good listener. ",Rated 5 out of 5
208,"Wonderful experienceDr. Davidovitch did a full hip replacement which went exactly according to plan. On recovery, I was walking immediately and never needed to take the prescription pain meds, the OTC meds were fine.  Visits with the Doctor and the staff were always pleasant and informative. The hospital, NYU Langone Orthopedics, was fantastic as well.",Rated 5 out of 5
209,"right hip replacementEverything went smoothly especially since it was in middle of COVID surge.
Very satisfied with surgery.
I have already referred friends and colleagues to Dr. Davidovich and his team.",Rated 5 out of 5
210,"My experience with Dr. Davidovitch was excellent, he is a great professional with many years of experience and has performed thousands of surgeries but the best thing about him, is he is a great person and cares about his patients. He also has the patience to explain the procedure and respond to all the doubts. Above all, I had my labrum tear repair with him because from my first appointment I feel I could trust him.  ",Rated 5 out of 5
178,"Absolutely one of the best orthopedic surgeons anywhere.  If you need orthopedic surgery in one of his specialties he is the one I would recommend.  In my case, I asked him about a hip revision.  He discovered during preop that I have a severe infection in a prior knee replacement.  Instead of the hip, the knee took priority.  I owe him a deep debt of gratitude.  He, his staff and the Hospital for Special Surgeries are unbeatable.",Rated 5 out of 5
4989,"Dr. Allen has a very good bedside manner. Even though she works in a busy walk-in clinic, she still provides you with the good thorough care you deserve as a patient. She took the time to sit and understand my questions and concerns and was willing to have me bypass unnecessary tests. I feel that I receive A+ service when visiting Dr. Allen.
",Rated 5 out of 5
176,"Absolutely one of the best orthopedic surgeons I’ve ever met.  Thanks to him, I have not  had a hip replacement yet.  I am myself a surgeon and visited four orthopedic surgeons before meeting him. The other doctors  agreed over the same diagnosis on femoral head necrosis. But he thoroughly studied my case and explained to me it just wasn’t .  I had a labral tear, even though imaging studies proved otherwise.  I think he is an outstanding physician very much into studying and solving the problem.",Rated 5 out of 5
175,Great ,Rated 5 out of 5
146,NURSES AND STAFF SHOW CONCERN AND ARE MOST PLEASANT AND CARING,Rated 5 out of 5
147,Dr. Sood is a wonderful human being. My son was very comfortable having Dr. Sood as his surgeon. Dr. Sood also left a lasting impression on Jordan to follow in his foot steps. ,Rated 5 out of 5
148,"Super friendly + knowledgeable. Very attentive, highly recommend. ",Rated 5 out of 5
149,Dr. Sood was great with my daughter. So when I realized I would need help I came to him. So far everything has been top notch.,Rated 5 out of 5
150,I have already been telling people about him! Great personality.,Rated 5 out of 5
151,"Excellent, caring physician.",Rated 5 out of 5
152,"DR. SOOD HAS EXCEPTIONAL ""BED-SIDE"" MANNER. HE DISPLAYS GENUINE CONCERN FOR HIS PATIENT. HE EXPLAINS IN DETAIL HOW AND WHAT THE CORSE OF ACTION IS TAKING PLACE  ",Rated 5 out of 5
153,"Kind, caring and VERY knowledgeable.  Explains  everything in simple terms and lets you make your own decision after weighing all the care options.
I would definitely recommend Dr. Sood.",Rated 5 out of 5
154,Dr. Sood did a partial hip replacement on my father-in law.  He was a great Dr.  We had some problems  before the surgery and he came to the hospital 2 times and was sent home because they wouldn't let him do it.  He was very comforting and his bedside manner was awesome!  I can't thank him enough!  I highly recommend him!  ,Rated 5 out of 5
155,Dr Sood took care of my grandmother and also performed a reverse shoulder replacement on her. His bedside manner and professionalism is excellent and I would recommend him to any one in need of an orthopedic doctor or surgeon. ,Rated 5 out of 5
156,"Dr Giles Scuderi is an excellent orthopedic surgeon and his team (PA, Coordinater, secretaries, front desk). I had a knee replacement surgery performed, and the whole process was seamless and efficient. My recovery has been phenomenal, including physical therapy. I will need to get my other knee replaced this year. I highly recommend Dr Scuderi, he takes time to listen to your concerns and breaks down everything in laymen’s terms so you will fully understand what to expect. It’s great to get medical care from a physician of his caliber who cares about their patients (not just in it to get $$). If you need a knee replacement, he is the man to see!",Rated 5 out of 5
157,Doctor takes time to answer all questions. Good bedside manner both in hospital and post operative visits. ,Rated 5 out of 5
158,Dr. Scuderi did a wonderful job. I can now walk pain free. I'm only sorry I did not have my knee replacement surgery ten years earlier. I look forward to Dr. Scuderi operating on my other knee next year.,Rated 5 out of 5
159,"Dr. Scuderi is the consummate professional.  He is thorough in his explanations and a pleasure to speak to.  As a retired surgeon, M.D., I can appreciate his knowledge and accomplishments.  I couldn't be happier with the care I recieved in his more than capable hands. ",Rated 5 out of 5
160,"Dr Scuderi is a very excellent . My Left knee replacement April 22, 2021 surgery has gone very well. He also did my right knee replacement surgery four years ago. I'm so pleased and grateful to be pain free and walking again. Since my first surgery in 2017,  three of my friends of my have had him do their knee surgeries and are also very pleased with their outcomes. Dr Scuderi's office is very professional and tries hard to accommodate any need you might have. His assistant's Dr Theo and Dr Bow are also very caring and helpful. Both of my experiences have been great. Thank You Dr Scuderi. Jean Rech",Rated 5 out of 5
161,Always a positive experience with Dr Scuderi and his team. ,Rated 5 out of 5
162,Nothing to complain about Dr. Scuderi is a very professional  caring and conscious Doctor who really care about his patients at all time.,Rated 5 out of 5
163,"Excellent Team approach to overall wellness. Dr Scuderi is great and very empathetic,as well as Theo and Bo.
I have referred pts to him and will continue spreading the word. ",Rated 5 out of 5
164,"Dr. Scuderi and his team were informative, caring and willing to spend time with me to ensure I understood the procedure ahead of me",Rated 5 out of 5
165,"Down to earth, extremely polite, not at all condescending. DOES NOT talk down to you (like so many doctors these days).
The same with Physician Assistants in office.
Dr. Scuderi knows knees. Explains things simply & directly. To the point. Will show you model of knee. 
He allows you time to talk to him regarding concerns & questions you & your loved ones may have.
BUT!!! YOU MUST BE WILLING TO DO THE EXERCISES BEFORE (to strengthen your other muscles of the knee & leg) & AFTER THE SURGERY!!! KEEP MOVING- WALKING, EXERCISES, ICE & ELEVATE!!!

BY NOT DOING SO, YOU ARE NOT FOOLING THE DR. & YOU!!! WILL BE THE REASON THE KNEE DOESN'T WORK RIGHT!!!

Last but not least, he is busy seeing patients & with surgeries because Dr. Scuderi IS THAT GREAT!!!
I was not paid for this. I AM A PATIENT!!! NOT FOR 1 KNEE BUT FOR BOTH KNEES!!!

THANK YOU DR. SCUDERI & STAFF!!!",Rated 5 out of 5
166,"Dr. Scuderi is a excellent orthopedic with an excellent bed side manner , I’m 4 months out from trkr and doing great thank you so much",Rated 5 out of 5
167,He asked me how I was & listened patiently to my concerns.  He examined my aching knee carefully & thoroughly & explained what might be the cause of the pain. He promised to call after he gets the result of my MRI.  He is very kind & caring!,Rated 5 out of 5
168,"Dr Scuderi and his team are caring professionals interested in the wellbeing of me as an individual to provide the best outcome for their patient. I felt a personal connection with this team and as a result, recovered well. Dr Scuderi and his team explain the process every step of the way. They listened and cared about my concerns   I felt confident in their care",Rated 5 out of 5
4990,Haven't seen him soon a few years but he was my orthopedic doctor for many years. He did my 3 knee surgeries and always has great care. ,Rated 5 out of 5
170,"Dr. Scuderi is the best doctor  I have ever experience, I have recommended Dr. Scuderi to three of my friends and my daughter.",Rated 5 out of 5
171,"I would  strongly recommend Dr Scuderi to anyone with a knee problem.      My total knee replacement was done 3 months ago and I am confident I am on the way to a full recovery.  My physical therapists and others who have had the same surgery are continually expressing amazement regarding how quickly I am recovering.  Separately, I was totally impressed by the facility and care at LIJ Valley Stream Hospital.",Rated 5 out of 5
172,"Excellent surgeon.  I had bilateral knee replacements done at the same time and I was extremely happy with the results 3 months 
later. So happy to be pain free. His whole team is excellent. Would highly recommend Dr. and staff,",Rated 5 out of 5
173,"Dr. Scuderi gave me bilateral knee replacements. From the first visit I knew I had come to the right place. The office staff was wonderful and Dr. Scuderi himself is not only a wonderful doctor, but he has an excellent bedside manner. He helped calm my nerves and made the whole process so much easier. My recovery was nothing short of a miracle. After 3 months I am back to my normal routine virtually pain free. I highly recommend Dr. Scuderi.",Rated 5 out of 5
174,"He is wonderful. Knowledgeable, experienced, caring, answers all your questions and the whole team is very accessible. I am more than just pleased. I am ecstatic & very happy with two new knees. 
     Dr Scuderi is compassionate, empathetic and a superior surgeon. He and his team have been with me every step of the way. From pre-surgery ,to surgery, and the to my recovery.  I could not be happier and I would highly recommend Dr Scuderi, Bo, Theo and the whole team!!!!!",Rated 5 out of 5
211,"EXCELLENT PHYSICIAN, I HIGHLY RECOMMEND HIM
HE IS WARM, CONSCIENTIOUS AND ABOVE ALL PROFESSIONAL AND A GREAT SURGEON
i AM A CARDIOLOGIST AND HAD MY CHOICE OF MANY SURGEON AND I SELECTED DR DAVIDOVICH FOR HIS EXCELLENT SURGICAL TECHNIQUES
I HAD MY FIRST TOTAL HIP REPLACEMENT AND THEN WHEN I KNEW I NEEDED A SECOND, I CHOOSE DR DAVIDOVICH FOR HIS GREAT SKILL
I CANNOT PRAISE HIM ENOUGH AND I HAVE RECOMMENDED HIM TO MY PATIENTS THAT REQUIRED THIS PROCEDURE
HE USED THE ANTERIOR APPROACH WHICH MADE ALL THE DIFFERENCE IN THE WORLD
AFTER 2 WEEKS I WAS WALKING 2 MILES A DAY WITH AN AIDES",Rated 5 out of 5
